# Date / Time Dis-charge, ft3/s,
04/26/2013 00:00   CDT 2,340A
04/26/2013 00:15   CDT 2,340A
04/26/2013 00:30   CDT 2,330A
04/26/2013 00:45   CDT 2,330A
04/26/2013 01:00   CDT 2,320A
04/26/2013 01:15   CDT 2,320A
04/26/2013 01:30   CDT 2,310A
04/26/2013 01:45   CDT 2,310A
04/26/2013 02:00   CDT 2,300A
04/26/2013 02:15   CDT 2,300A
04/26/2013 02:30   CDT 2,290A
04/26/2013 02:45   CDT 2,290A
04/26/2013 03:00   CDT 2,290A
04/26/2013 03:15   CDT 2,280A
04/26/2013 03:30   CDT 2,280A
04/26/2013 03:45   CDT 2,270A
04/26/2013 04:00   CDT 2,270A
04/26/2013 04:15   CDT 2,270A
04/26/2013 04:30   CDT 2,260A
04/26/2013 04:45   CDT 2,250A
04/26/2013 05:00   CDT 2,250A
04/26/2013 05:15   CDT 2,250A
04/26/2013 05:30   CDT 2,240A
04/26/2013 05:45   CDT 2,240A
04/26/2013 06:00   CDT 2,230A
04/26/2013 06:15   CDT 2,220A
04/26/2013 06:30   CDT 2,220A
04/26/2013 06:45   CDT 2,220A
04/26/2013 07:00   CDT 2,200A
04/26/2013 07:15   CDT 2,200A
04/26/2013 07:30   CDT 2,190A
04/26/2013 07:45   CDT 2,190A
04/26/2013 08:00   CDT 2,190A
04/26/2013 08:15   CDT 2,190A
04/26/2013 08:30   CDT 2,180A
04/26/2013 08:45   CDT 2,170A
04/26/2013 09:00   CDT 2,170A
04/26/2013 09:15   CDT 2,160A
04/26/2013 09:30   CDT 2,160A
04/26/2013 09:45   CDT 2,150A
04/26/2013 10:00   CDT 2,150A
04/26/2013 10:15   CDT 2,140A
04/26/2013 10:30   CDT 2,140A
04/26/2013 10:45   CDT 2,130A
04/26/2013 11:00   CDT 2,130A
04/26/2013 11:15   CDT 2,120A
04/26/2013 11:30   CDT 2,120A
04/26/2013 11:45   CDT 2,120A
04/26/2013 12:00   CDT 2,120A
04/26/2013 12:15   CDT 2,100A
04/26/2013 12:30   CDT 2,100A
04/26/2013 12:45   CDT 2,100A
04/26/2013 13:00   CDT 2,090A
04/26/2013 13:15   CDT 2,090A
04/26/2013 13:30   CDT 2,090A
04/26/2013 13:45   CDT 2,080A
04/26/2013 14:00   CDT 2,070A
04/26/2013 14:15   CDT 2,070A
04/26/2013 14:30   CDT 2,060A
04/26/2013 14:45   CDT 2,060A
04/26/2013 15:00   CDT 2,050A
04/26/2013 15:15   CDT 2,050A
04/26/2013 15:30   CDT 2,040A
04/26/2013 15:45   CDT 2,030A
04/26/2013 16:00   CDT 2,030A
04/26/2013 16:15   CDT 2,020A
04/26/2013 16:30   CDT 2,020A
04/26/2013 16:45   CDT 2,010A
04/26/2013 17:00   CDT 2,010A
04/26/2013 17:15   CDT 2,000A
04/26/2013 17:30   CDT 1,990A
04/26/2013 17:45   CDT 1,980A
