# Date / Time Dis-charge, ft3/s,
05/13/2015 12:30   CDT 399P
05/13/2015 13:00   CDT 396P
05/13/2015 13:30   CDT 393P
05/13/2015 14:00   CDT 393P
05/13/2015 14:30   CDT 389P
05/13/2015 15:00   CDT 386P
05/13/2015 15:30   CDT 383P
05/13/2015 16:00   CDT 377P
05/13/2015 16:30   CDT 374P
05/13/2015 17:00   CDT 371P
05/13/2015 17:30   CDT 368P
05/13/2015 18:00   CDT 364P
05/13/2015 18:30   CDT 361P
05/13/2015 19:00   CDT 358P
05/13/2015 19:30   CDT 355P
05/13/2015 20:00   CDT 352P
05/13/2015 20:30   CDT 346P
05/13/2015 21:00   CDT 346P
05/13/2015 21:30   CDT 343P
05/13/2015 22:00   CDT 340P
05/13/2015 22:30   CDT 337P
05/13/2015 23:00   CDT 334P
05/13/2015 23:30   CDT 331P
05/14/2015 00:00   CDT 331A
05/14/2015 00:30   CDT 328A
05/14/2015 01:00   CDT 325A
05/14/2015 01:30   CDT 323A
05/14/2015 02:00   CDT 320A
05/14/2015 02:30   CDT 320A
05/14/2015 03:00   CDT 317A
05/14/2015 03:30   CDT 314A
05/14/2015 04:00   CDT 314A
05/14/2015 04:30   CDT 311A
05/14/2015 05:00   CDT 308A
05/14/2015 05:30   CDT 305A
05/14/2015 06:00   CDT 305A
05/14/2015 06:30   CDT 303A
05/14/2015 07:00   CDT 300A
05/14/2015 07:30   CDT 300A
05/14/2015 08:00   CDT 297A
05/14/2015 08:30   CDT 297A
05/14/2015 09:00   CDT 294A
05/14/2015 09:30   CDT 291A
05/14/2015 10:00   CDT 291A
05/14/2015 10:30   CDT 291A
05/14/2015 11:00   CDT 289A
05/14/2015 11:30   CDT 286A
05/14/2015 12:00   CDT 286A
05/14/2015 12:30   CDT 283A
05/14/2015 13:00   CDT 283A
05/14/2015 13:30   CDT 280A
05/14/2015 14:00   CDT 278A
05/14/2015 14:30   CDT 278A
05/14/2015 15:00   CDT 275A
05/14/2015 15:30   CDT 275A
05/14/2015 16:00   CDT 272A
05/14/2015 16:30   CDT 272A
05/14/2015 17:00   CDT 270A
05/14/2015 17:30   CDT 270A
05/14/2015 18:00   CDT 267A
05/14/2015 18:30   CDT 267A
05/14/2015 19:00   CDT 264A
05/14/2015 19:30   CDT 264A
05/14/2015 20:00   CDT 264A
05/14/2015 20:30   CDT 262A
05/14/2015 21:00   CDT 262A
05/14/2015 21:30   CDT 259A
05/14/2015 22:00   CDT 259A
05/14/2015 22:30   CDT 256A
05/14/2015 23:00   CDT 256A
05/14/2015 23:30   CDT 256A
05/15/2015 00:00   CDT 254A
05/15/2015 00:30   CDT 254A
05/15/2015 01:00   CDT 251A
05/15/2015 01:30   CDT 251A
05/15/2015 02:00   CDT 251A
05/15/2015 02:30   CDT 249A
05/15/2015 03:00   CDT 249A
05/15/2015 03:30   CDT 249A
05/15/2015 04:00   CDT 246A
05/15/2015 04:30   CDT 246A
05/15/2015 05:00   CDT 246A
05/15/2015 05:30   CDT 244A
05/15/2015 06:00   CDT 244A
05/15/2015 06:30   CDT 241A
05/15/2015 07:00   CDT 241A
05/15/2015 07:30   CDT 241A
05/15/2015 08:00   CDT 238A
05/15/2015 08:30   CDT 238A
05/15/2015 09:00   CDT 238A
05/15/2015 09:30   CDT 236A
05/15/2015 10:00   CDT 236A
05/15/2015 10:30   CDT 233A
05/15/2015 11:00   CDT 233A
05/15/2015 11:30   CDT 233A
05/15/2015 12:00   CDT 233A
05/15/2015 12:30   CDT 231A
05/15/2015 13:00   CDT 233A
05/15/2015 13:30   CDT 233A
05/15/2015 14:00   CDT 231A
05/15/2015 14:30   CDT 228A
05/15/2015 15:00   CDT 228A
05/15/2015 15:30   CDT 228A
05/15/2015 16:00   CDT 228A
05/15/2015 16:30   CDT 228A
05/15/2015 17:00   CDT 226A
05/15/2015 17:30   CDT 226A
05/15/2015 18:00   CDT 226A
05/15/2015 18:30   CDT 226A
05/15/2015 19:00   CDT 224A
05/15/2015 19:30   CDT 224A
05/15/2015 20:00   CDT 226A
05/15/2015 20:30   CDT 224A
05/15/2015 21:00   CDT 224A
05/15/2015 21:30   CDT 224A
05/15/2015 22:00   CDT 221A
05/15/2015 22:30   CDT 219A
05/15/2015 23:00   CDT 219A
05/15/2015 23:30   CDT 219A
05/16/2015 00:00   CDT 216A
05/16/2015 00:30   CDT 216A
05/16/2015 01:00   CDT 214A
05/16/2015 01:30   CDT 214A
05/16/2015 02:00   CDT 214A
05/16/2015 02:30   CDT 211A
05/16/2015 03:00   CDT 211A
05/16/2015 03:30   CDT 209A
05/16/2015 04:00   CDT 209A
05/16/2015 04:30   CDT 209A
05/16/2015 05:00   CDT 207A
05/16/2015 05:30   CDT 207A
05/16/2015 06:00   CDT 207A
05/16/2015 06:30   CDT 207A
05/16/2015 07:00   CDT 204A
05/16/2015 07:30   CDT 204A
05/16/2015 08:00   CDT 204A
05/16/2015 08:30   CDT 204A
05/16/2015 09:00   CDT 202A
05/16/2015 09:30   CDT 204A
05/16/2015 10:00   CDT 202A
05/16/2015 10:30   CDT 202A
05/16/2015 11:00   CDT 202A
05/16/2015 11:30   CDT 200A
05/16/2015 12:00   CDT 200A
05/16/2015 12:30   CDT 200A
05/16/2015 13:00   CDT 200A
05/16/2015 13:30   CDT 200A
05/16/2015 14:00   CDT 200A
05/16/2015 14:30   CDT 200A
05/16/2015 15:00   CDT 200A
05/16/2015 15:30   CDT 198A
05/16/2015 16:00   CDT 198A
05/16/2015 16:30   CDT 198A
05/16/2015 17:00   CDT 198A
05/16/2015 17:30   CDT 198A
05/16/2015 18:00   CDT 198A
05/16/2015 18:30   CDT 195A
05/16/2015 19:00   CDT 195A
05/16/2015 19:30   CDT 195A
05/16/2015 20:00   CDT 195A
05/16/2015 20:30   CDT 195A
05/16/2015 21:00   CDT 193A
05/16/2015 21:30   CDT 193A
05/16/2015 22:00   CDT 193A
05/16/2015 22:30   CDT 193A
05/16/2015 23:00   CDT 193A
05/16/2015 23:30   CDT 193A
05/17/2015 00:00   CDT 193A
05/17/2015 00:30   CDT 191A
05/17/2015 01:00   CDT 191A
05/17/2015 01:30   CDT 191A
05/17/2015 02:00   CDT 191A
05/17/2015 02:30   CDT 191A
05/17/2015 03:00   CDT 191A
05/17/2015 03:30   CDT 191A
05/17/2015 04:00   CDT 191A
05/17/2015 04:30   CDT 191A
05/17/2015 05:00   CDT 191A
05/17/2015 05:30   CDT 191A
05/17/2015 06:00   CDT 191A
05/17/2015 06:30   CDT 191A
05/17/2015 07:00   CDT 195A
05/17/2015 07:30   CDT 195A
05/17/2015 08:00   CDT 195A
05/17/2015 08:30   CDT 195A
05/17/2015 09:00   CDT 193A
05/17/2015 09:30   CDT 195A
05/17/2015 10:00   CDT 195A
05/17/2015 10:30   CDT 195A
05/17/2015 11:00   CDT 198A
05/17/2015 11:30   CDT 195A
05/17/2015 12:00   CDT 195A
05/17/2015 12:30   CDT 195A
05/17/2015 13:00   CDT 195A
05/17/2015 13:30   CDT 195A
05/17/2015 14:00   CDT 195A
05/17/2015 14:30   CDT 195A
05/17/2015 15:00   CDT 195A
05/17/2015 15:30   CDT 195A
05/17/2015 16:00   CDT 195A
05/17/2015 16:30   CDT 195A
05/17/2015 17:00   CDT 193A
05/17/2015 17:30   CDT 195A
